# Catalog from Lengline et al. (GRL, 2016, doi: 10.1002/2016GL068383)
# Origin time             Lat(deg)     Lon(deg)    Dep(km)
2015-04-21 15:01:09.360  -21.242570    55.708333    9.945
2015-04-21 15:58:10.870  -21.241284    55.710905    9.385
2015-04-21 16:27:14.950  -21.245687    55.705806    8.499
2015-04-21 16:35:56.390  -21.240853    55.708341    8.951
2015-04-21 17:19:50.560  -21.244989    55.706055    8.581
2015-04-21 17:28:42.560  -21.242090    55.710400   10.789
2015-04-21 17:39:01.320  -21.243789    55.710140   11.226
2015-04-21 18:40:22.760  -21.241323    55.708199   10.025
2015-04-21 18:47:08.960  -21.244977    55.705863    8.565
2015-04-21 19:08:20.240  -21.245744    55.705627    8.478
2015-04-21 21:46:20.200  -21.244906    55.705965    8.632
2015-04-21 23:47:07.500  -21.241966    55.709941    9.678
2015-04-22 02:39:59.180  -21.241913    55.709005    9.051
2015-04-22 02:42:01.030  -21.241612    55.710071    9.350
2015-04-22 06:52:51.250  -21.241439    55.711060    9.740
2015-04-22 06:57:24.280  -21.242381    55.711174   10.781
2015-04-22 07:12:44.380  -21.241325    55.709465    9.736
2015-04-22 07:12:44.740  -21.240873    55.710156   10.740
2015-04-22 09:44:35.110  -21.242721    55.706795    8.739
2015-04-22 10:39:41.050  -21.242094    55.706238    8.946
2015-04-22 11:04:10.330  -21.241087    55.707186    8.709
2015-04-22 11:17:39.470  -21.242861    55.706429    8.622
2015-04-22 11:23:04.950  -21.242859    55.706331    8.604
2015-04-22 11:34:25.870  -21.242790    55.706331    8.611
2015-04-22 11:38:11.400  -21.242293    55.707430    8.974
2015-04-22 11:39:04.060  -21.242832    55.706315    8.606
2015-04-22 11:46:06.460  -21.242826    55.706315    8.601
2015-04-22 12:16:51.670  -21.242771    55.706059    8.617
